Vessel_ID,Timestamp_Entry,Timestamp_Exit,Containers_Unloaded (TEUs),Containers_Loaded (TEUs),Time,Time_in_Hours,Entry_Day,Exit_Day
V0623,2023-09-12 07:37:27.556591,2023-10-09 16:37:27.561594,2136,1958,27 days 09:00:00.005003,657.0000013897222,12,9
V0624,2023-09-28 05:37:27.556591,2023-10-24 13:37:27.561594,2855,3013,26 days 08:00:00.005003,632.0000013897222,28,24
V0625,2023-09-28 07:37:27.556591,2023-10-20 06:37:27.561594,500,3778,21 days 23:00:00.005003,527.0000013897222,28,20
V0626,2023-09-10 22:37:27.556591,2023-10-08 03:37:27.561594,3999,1694,27 days 05:00:00.005003,653.0000013897222,10,8
V0627,2023-09-19 17:37:27.556591,2023-10-13 14:37:27.561594,1947,487,23 days 21:00:00.005003,573.0000013897222,19,13
V0628,2023-09-28 09:37:27.556591,2023-10-23 10:37:27.561594,850,3123,25 days 01:00:00.005003,601.0000013897222,28,23
V0629,2023-09-24 04:37:27.556591,2023-10-28 13:37:27.561594,2575,614,34 days 09:00:00.005003,825.0000013897222,24,28
V0630,2023-09-22 09:37:27.556591,2023-10-19 16:37:27.561594,607,4103,27 days 07:00:00.005003,655.0000013897222,22,19
V0631,2023-09-21 10:37:27.556591,2023-10-29 02:37:27.561594,3525,3191,37 days 16:00:00.005003,904.0000013897222,21,29
V0632,2023-09-13 02:37:27.556591,2023-10-21 07:37:27.561594,4005,1753,38 days 05:00:00.005003,917.0000013897222,13,21
V0633,2023-09-10 23:37:27.556591,2023-10-24 19:37:27.561594,4532,404,43 days 20:00:00.005003,1052.0000013897222,10,24
V0634,2023-09-22 16:37:27.556591,2023-10-19 18:37:27.561594,4342,2505,27 days 02:00:00.005003,650.0000013897222,22,19
V0635,2023-09-18 11:37:27.556591,2023-10-30 11:37:27.561594,3132,957,42 days 00:00:00.005003,1008.0000013897222,18,30
V0636,2023-09-30 20:37:27.556591,2023-10-02 01:37:27.561594,2913,1851,1 days 05:00:00.005003,29.00000138972222,30,2
V0637,2023-09-26 06:37:27.556591,2023-10-08 06:37:27.561594,4199,236,12 days 00:00:00.005003,288.00000138972223,26,8
V0638,2023-09-05 07:37:27.556591,2023-10-26 00:37:27.561594,1606,3521,50 days 17:00:00.005003,1217.0000013897222,5,26
V0639,2023-09-07 01:37:27.556591,2023-10-19 10:37:27.561594,3796,1795,42 days 09:00:00.005003,1017.0000013897222,7,19
V0640,2023-09-30 14:37:27.556591,2023-10-18 04:37:27.561594,1713,1819,17 days 14:00:00.005003,422.0000013897222,30,18
V0641,2023-09-20 09:37:27.556591,2023-10-02 13:37:27.561594,3132,1691,12 days 04:00:00.005003,292.0000013897222,20,2
V0642,2023-09-08 08:37:27.556591,2023-10-24 22:37:27.561594,3957,4195,46 days 14:00:00.005003,1118.0000013897222,8,24
V0643,2023-09-22 00:37:27.556591,2023-10-03 06:37:27.561594,2817,1764,11 days 06:00:00.005003,270.00000138972223,22,3
V0644,2023-09-08 09:37:27.556591,2023-10-03 18:37:27.561594,2048,704,25 days 09:00:00.005003,609.0000013897222,8,3
V0645,2023-09-15 05:37:27.556591,2023-10-27 00:37:27.561594,3205,689,41 days 19:00:00.005003,1003.0000013897222,15,27
V0646,2023-09-11 00:37:27.556591,2023-10-30 14:37:27.561594,2308,1622,49 days 14:00:00.005003,1190.0000013897222,11,30
V0647,2023-09-21 23:37:27.556591,2023-10-05 12:37:27.561594,4502,672,13 days 13:00:00.005003,325.0000013897222,21,5
V0648,2023-09-16 22:37:27.556591,2023-10-10 00:37:27.561594,3269,551,23 days 02:00:00.005003,554.0000013897222,16,10
V0649,2023-09-14 00:37:27.556591,2023-10-21 17:37:27.561594,3130,3078,37 days 17:00:00.005003,905.0000013897222,14,21
V0650,2023-09-29 11:37:27.556591,2023-10-09 04:37:27.561594,833,2392,9 days 17:00:00.005003,233.00000138972223,29,9
V0651,2023-09-02 09:37:27.556591,2023-10-24 16:37:27.561594,3044,2356,52 days 07:00:00.005003,1255.0000013897222,2,24
V0652,2023-09-03 13:37:27.556591,2023-10-02 12:37:27.561594,38,3611,28 days 23:00:00.005003,695.0000013897222,3,2
V0653,2023-09-06 02:37:27.556591,2023-10-23 22:37:27.561594,81,1320,47 days 20:00:00.005003,1148.0000013897222,6,23
V0654,2023-09-13 10:37:27.556591,2023-11-03 00:37:27.561594,1938,4514,50 days 14:00:00.005003,1214.0000013897222,13,3
V0655,2023-09-17 05:37:27.556591,2023-10-06 07:37:27.561594,2270,3157,19 days 02:00:00.005003,458.0000013897222,17,6
V0656,2023-09-08 04:37:27.556591,2023-10-01 20:37:27.561594,379,3838,23 days 16:00:00.005003,568.0000013897222,8,1
V0657,2023-09-16 10:37:27.556591,2023-10-15 07:37:27.561594,960,2970,28 days 21:00:00.005003,693.0000013897222,16,15
V0658,2023-09-30 19:37:27.556591,2023-10-12 04:37:27.561594,3691,3642,11 days 09:00:00.005003,273.00000138972223,30,12
V0659,2023-09-26 11:37:27.556591,2023-10-21 15:37:27.561594,2745,127,25 days 04:00:00.005003,604.0000013897222,26,21
V0660,2023-09-30 05:37:27.556591,2023-10-13 00:37:27.561594,3823,2906,12 days 19:00:00.005003,307.0000013897222,30,13
V0661,2023-09-17 20:37:27.556591,2023-10-05 08:37:27.561594,1978,2196,17 days 12:00:00.005003,420.0000013897222,17,5
V0662,2023-09-29 01:37:27.556591,2023-11-02 11:37:27.561594,3540,3954,34 days 10:00:00.005003,826.0000013897222,29,2
V0663,2023-09-05 03:37:27.556591,2023-11-01 16:37:27.561594,82,552,57 days 13:00:00.005003,1381.0000013897222,5,1
V0664,2023-09-21 19:37:27.556591,2023-10-29 07:37:27.561594,2323,2825,37 days 12:00:00.005003,900.0000013897222,21,29
V0665,2023-09-08 18:37:27.556591,2023-10-06 03:37:27.561594,3658,4041,27 days 09:00:00.005003,657.0000013897222,8,6
V0666,2023-09-05 00:37:27.556591,2023-10-16 11:37:27.561594,3217,2163,41 days 11:00:00.005003,995.0000013897222,5,16
V0667,2023-09-30 23:37:27.556591,2023-10-21 18:37:27.561594,2685,2178,20 days 19:00:00.005003,499.0000013897222,30,21
V0668,2023-09-29 15:37:27.556591,2023-10-01 13:37:27.561594,1306,3957,1 days 22:00:00.005003,46.00000138972222,29,1
V0669,2023-09-07 11:37:27.556591,2023-10-13 01:37:27.561594,2992,4296,35 days 14:00:00.005003,854.0000013897222,7,13
V0670,2023-09-06 00:37:27.556591,2023-10-25 13:37:27.561594,2658,3354,49 days 13:00:00.005003,1189.0000013897222,6,25
V0671,2023-09-29 00:37:27.556591,2023-10-20 19:37:27.561594,3070,2383,21 days 19:00:00.005003,523.0000013897222,29,20
V0672,2023-09-14 18:37:27.556591,2023-10-20 04:37:27.561594,2897,447,35 days 10:00:00.005003,850.0000013897222,14,20
V0673,2023-08-29 13:37:27.556591,2023-10-09 02:37:27.562594,1939,3838,40 days 13:00:00.006003,973.0000016675,29,9
V0674,2023-09-11 07:37:27.556591,2023-10-06 10:37:27.562594,2748,2865,25 days 03:00:00.006003,603.0000016675,11,6
V0675,2023-09-22 23:37:27.556591,2023-10-12 04:37:27.562594,2138,3109,19 days 05:00:00.006003,461.00000166750004,22,12
V0676,2023-09-27 07:37:27.556591,2023-10-16 21:37:27.562594,3364,131,19 days 14:00:00.006003,470.00000166750004,27,16
V0677,2023-09-19 07:37:27.556591,2023-10-21 01:37:27.562594,282,3386,31 days 18:00:00.006003,762.0000016675,19,21
V0678,2023-09-02 07:37:27.556591,2023-10-03 11:37:27.562594,1588,4027,31 days 04:00:00.006003,748.0000016675,2,3
V0679,2023-09-03 23:37:27.556591,2023-10-22 03:37:27.562594,2364,568,48 days 04:00:00.006003,1156.0000016674999,3,22
V0680,2023-09-14 06:37:27.556591,2023-10-30 16:37:27.562594,4533,2384,46 days 10:00:00.006003,1114.0000016674999,14,30
V0681,2023-09-09 08:37:27.556591,2023-10-02 13:37:27.562594,512,2818,23 days 05:00:00.006003,557.0000016675,9,2
V0682,2023-09-16 06:37:27.556591,2023-10-19 08:37:27.562594,1430,4342,33 days 02:00:00.006003,794.0000016675,16,19
V0683,2023-09-29 12:37:27.556591,2023-10-28 12:37:27.562594,3253,1552,29 days 00:00:00.006003,696.0000016675,29,28
V0684,2023-09-28 08:37:27.556591,2023-10-04 15:37:27.562594,683,1566,6 days 07:00:00.006003,151.0000016675,28,4
V0685,2023-09-18 03:37:27.556591,2023-10-30 13:37:27.562594,2236,2473,42 days 10:00:00.006003,1018.0000016675,18,30
V0686,2023-09-05 11:37:27.556591,2023-11-02 14:37:27.562594,3897,3229,58 days 03:00:00.006003,1395.0000016674999,5,2
V0687,2023-08-31 15:37:27.556591,2023-10-30 23:37:27.562594,920,842,60 days 08:00:00.006003,1448.0000016674999,31,30
V0688,2023-09-17 20:37:27.556591,2023-10-10 03:37:27.562594,472,929,22 days 07:00:00.006003,535.0000016675,17,10
V0689,2023-09-28 21:37:27.556591,2023-10-16 23:37:27.562594,444,1092,18 days 02:00:00.006003,434.00000166750004,28,16
V0690,2023-09-05 02:37:27.556591,2023-10-09 12:37:27.562594,1251,2873,34 days 10:00:00.006003,826.0000016675,5,9
V0691,2023-09-12 06:37:27.556591,2023-10-10 23:37:27.562594,2367,2761,28 days 17:00:00.006003,689.0000016675,12,10
V0692,2023-09-11 08:37:27.556591,2023-11-01 01:37:27.562594,1423,2772,50 days 17:00:00.006003,1217.0000016674999,11,1
V0693,2023-09-13 18:37:27.556591,2023-10-26 03:37:27.562594,3876,1530,42 days 09:00:00.006003,1017.0000016675,13,26
V0694,2023-08-31 00:37:27.556591,2023-10-07 06:37:27.562594,4294,1565,37 days 06:00:00.006003,894.0000016675,31,7
V0695,2023-08-31 09:37:27.556591,2023-10-09 22:37:27.562594,3177,44,39 days 13:00:00.006003,949.0000016675,31,9
V0696,2023-09-16 22:37:27.556591,2023-10-22 07:37:27.562594,4216,499,35 days 09:00:00.006003,849.0000016675,16,22
V0697,2023-08-31 10:37:27.556591,2023-10-23 02:37:27.562594,712,900,52 days 16:00:00.006003,1264.0000016674999,31,23
V0698,2023-09-27 06:37:27.556591,2023-11-01 22:37:27.562594,2065,834,35 days 16:00:00.006003,856.0000016675,27,1
V0699,2023-09-20 07:37:27.556591,2023-10-05 17:37:27.562594,4080,3760,15 days 10:00:00.006003,370.00000166750004,20,5
V0700,2023-09-13 04:37:27.556591,2023-10-13 13:37:27.562594,2599,117,30 days 09:00:00.006003,729.0000016675,13,13
V0701,2023-09-15 04:37:27.556591,2023-11-03 00:37:27.562594,3533,767,48 days 20:00:00.006003,1172.0000016674999,15,3
V0702,2023-09-26 22:37:27.556591,2023-10-27 00:37:27.562594,4371,298,30 days 02:00:00.006003,722.0000016675,26,27
V0703,2023-08-31 21:37:27.556591,2023-10-28 09:37:27.562594,1850,580,57 days 12:00:00.006003,1380.0000016674999,31,28
V0704,2023-09-15 00:37:27.556591,2023-11-01 16:37:27.562594,1872,3851,47 days 16:00:00.006003,1144.0000016674999,15,1
V0705,2023-09-15 00:37:27.556591,2023-10-30 09:37:27.562594,2429,1718,45 days 09:00:00.006003,1089.0000016674999,15,30
V0706,2023-09-23 14:37:27.556591,2023-10-24 05:37:27.562594,2489,1786,30 days 15:00:00.006003,735.0000016675,23,24
V0707,2023-09-18 12:37:27.556591,2023-11-02 13:37:27.562594,989,2202,45 days 01:00:00.006003,1081.0000016674999,18,2
V0708,2023-09-29 20:37:27.556591,2023-10-05 09:37:27.562594,1264,2038,5 days 13:00:00.006003,133.00000166750002,29,5
V0709,2023-09-29 19:37:27.556591,2023-10-22 01:37:27.562594,3995,3804,22 days 06:00:00.006003,534.0000016675,29,22
V0710,2023-09-06 14:37:27.556591,2023-10-09 10:37:27.562594,595,2132,32 days 20:00:00.006003,788.0000016675,6,9
V0711,2023-09-02 06:37:27.556591,2023-10-02 18:37:27.562594,1631,1689,30 days 12:00:00.006003,732.0000016675,2,2
V0712,2023-09-06 12:37:27.556591,2023-10-07 13:37:27.562594,4246,1675,31 days 01:00:00.006003,745.0000016675,6,7
V0713,2023-09-22 23:37:27.556591,2023-11-01 13:37:27.562594,3291,4339,39 days 14:00:00.006003,950.0000016675,22,1
V0714,2023-09-25 17:37:27.556591,2023-10-22 18:37:27.562594,3973,1835,27 days 01:00:00.006003,649.0000016675,25,22
V0715,2023-09-07 04:37:27.556591,2023-11-02 10:37:27.562594,4353,3168,56 days 06:00:00.006003,1350.0000016674999,7,2
V0716,2023-09-21 14:37:27.556591,2023-10-12 04:37:27.562594,3487,1628,20 days 14:00:00.006003,494.00000166750004,21,12
V0717,2023-09-27 10:37:27.556591,2023-10-07 11:37:27.562594,1750,878,10 days 01:00:00.006003,241.0000016675,27,7
V0718,2023-09-30 19:37:27.556591,2023-10-13 03:37:27.562594,2137,2086,12 days 08:00:00.006003,296.00000166750004,30,13
V0719,2023-09-13 01:37:27.556591,2023-10-17 01:37:27.562594,2086,3559,34 days 00:00:00.006003,816.0000016675,13,17
V0720,2023-09-12 21:37:27.556591,2023-10-07 10:37:27.562594,391,3226,24 days 13:00:00.006003,589.0000016675,12,7
V0721,2023-09-13 08:37:27.556591,2023-10-15 08:37:27.562594,3155,1479,32 days 00:00:00.006003,768.0000016675,13,15
V0722,2023-08-31 22:37:27.556591,2023-10-29 12:37:27.562594,3119,1628,58 days 14:00:00.006003,1406.0000016674999,31,29
V0723,2023-09-13 01:37:27.556591,2023-10-23 20:37:27.562594,2330,1161,40 days 19:00:00.006003,979.0000016675,13,23
V0724,2023-09-06 10:37:27.556591,2023-10-16 23:37:27.562594,4244,3605,40 days 13:00:00.006003,973.0000016675,6,16
V0725,2023-08-30 19:37:27.556591,2023-10-06 14:37:27.562594,4354,820,36 days 19:00:00.006003,883.0000016675,30,6
V0726,2023-09-25 16:37:27.556591,2023-10-07 06:37:27.562594,1416,2259,11 days 14:00:00.006003,278.0000016675,25,7
V0727,2023-09-24 13:37:27.556591,2023-10-19 10:37:27.562594,139,3913,24 days 21:00:00.006003,597.0000016675,24,19
V0728,2023-08-29 03:37:27.556591,2023-10-18 12:37:27.562594,3406,4334,50 days 09:00:00.006003,1209.0000016674999,29,18
V0729,2023-08-31 08:37:27.556591,2023-10-25 12:37:27.562594,2584,492,55 days 04:00:00.006003,1324.0000016674999,31,25
V0730,2023-08-30 13:37:27.556591,2023-10-14 17:37:27.562594,611,944,45 days 04:00:00.006003,1084.0000016674999,30,14
V0731,2023-08-30 11:37:27.556591,2023-10-30 02:37:27.562594,1494,4202,60 days 15:00:00.006003,1455.0000016674999,30,30
V0732,2023-09-15 02:37:27.556591,2023-10-08 20:37:27.562594,2094,974,23 days 18:00:00.006003,570.0000016675,15,8
V0733,2023-09-08 03:37:27.556591,2023-10-26 23:37:27.562594,3436,1966,48 days 20:00:00.006003,1172.0000016674999,8,26
V0734,2023-09-03 18:37:27.556591,2023-11-03 07:37:27.562594,1425,3199,60 days 13:00:00.006003,1453.0000016674999,3,3
V0735,2023-09-11 11:37:27.556591,2023-10-17 04:37:27.562594,1272,4410,35 days 17:00:00.006003,857.0000016675,11,17
V0736,2023-09-19 22:37:27.556591,2023-10-01 23:37:27.562594,1072,452,12 days 01:00:00.006003,289.0000016675,19,1
V0737,2023-09-03 19:37:27.556591,2023-10-05 15:37:27.562594,3642,1302,31 days 20:00:00.006003,764.0000016675,3,5
V0738,2023-09-03 18:37:27.556591,2023-10-19 06:37:27.562594,1573,2324,45 days 12:00:00.006003,1092.0000016674999,3,19
V0739,2023-09-24 19:37:27.556591,2023-11-01 23:37:27.562594,1741,473,38 days 04:00:00.006003,916.0000016675,24,1
V0740,2023-09-27 22:37:27.556591,2023-10-08 06:37:27.562594,3174,4374,10 days 08:00:00.006003,248.0000016675,27,8
V0741,2023-09-29 10:37:27.556591,2023-10-30 06:37:27.562594,3560,2794,30 days 20:00:00.006003,740.0000016675,29,30
V0742,2023-09-05 22:37:27.556591,2023-10-03 22:37:27.562594,2226,3322,28 days 00:00:00.006003,672.0000016675,5,3
V0743,2023-09-20 19:37:27.556591,2023-10-05 11:37:27.562594,1040,1452,14 days 16:00:00.006003,352.00000166750004,20,5
V0744,2023-08-30 22:37:27.556591,2023-10-06 16:37:27.562594,2335,1456,36 days 18:00:00.006003,882.0000016675,30,6
V0745,2023-09-06 01:37:27.556591,2023-10-05 13:37:27.562594,2435,2888,29 days 12:00:00.006003,708.0000016675,6,5
V0746,2023-09-25 15:37:27.556591,2023-10-04 10:37:27.562594,3817,681,8 days 19:00:00.006003,211.0000016675,25,4
V0747,2023-09-28 02:37:27.556591,2023-10-10 11:37:27.562594,4110,2543,12 days 09:00:00.006003,297.00000166750004,28,10
V0748,2023-09-30 09:37:27.556591,2023-10-02 09:37:27.562594,521,4090,2 days 00:00:00.006003,48.000001667499994,30,2
V0749,2023-09-25 06:37:27.556591,2023-10-08 21:37:27.562594,246,30,13 days 15:00:00.006003,327.00000166750004,25,8
V0750,2023-09-25 21:37:27.556591,2023-10-17 15:37:27.562594,1682,830,21 days 18:00:00.006003,522.0000016675,25,17
V0751,2023-09-09 00:37:27.556591,2023-10-05 06:37:27.562594,53,4193,26 days 06:00:00.006003,630.0000016675,9,5
V0752,2023-08-28 20:37:27.556591,2023-10-03 21:37:27.562594,3593,3266,36 days 01:00:00.006003,865.0000016675,28,3
V0753,2023-09-25 16:37:27.556591,2023-10-24 23:37:27.562594,171,306,29 days 07:00:00.006003,703.0000016675,25,24
V0754,2023-09-05 00:37:27.556591,2023-10-21 17:37:27.562594,870,1813,46 days 17:00:00.006003,1121.0000016674999,5,21
V0755,2023-09-18 15:37:27.556591,2023-11-02 02:37:27.562594,4422,3473,44 days 11:00:00.006003,1067.0000016674999,18,2
V0756,2023-09-06 19:37:27.556591,2023-10-01 21:37:27.562594,3445,1808,25 days 02:00:00.006003,602.0000016675,6,1
V0757,2023-09-05 09:37:27.556591,2023-10-06 09:37:27.562594,1412,2233,31 days 00:00:00.006003,744.0000016675,5,6
V0758,2023-09-13 06:37:27.556591,2023-10-08 12:37:27.562594,3650,3353,25 days 06:00:00.006003,606.0000016675,13,8
V0759,2023-09-07 18:37:27.556591,2023-10-15 09:37:27.562594,2393,3686,37 days 15:00:00.006003,903.0000016675,7,15
V0760,2023-08-30 07:37:27.556591,2023-10-29 17:37:27.562594,3773,582,60 days 10:00:00.006003,1450.0000016674999,30,29
V0761,2023-09-10 07:37:27.556591,2023-11-01 11:37:27.562594,2626,432,52 days 04:00:00.006003,1252.0000016674999,10,1
V0762,2023-09-04 23:37:27.556591,2023-10-06 18:37:27.562594,3411,2095,31 days 19:00:00.006003,763.0000016675,4,6
V0763,2023-09-06 08:37:27.556591,2023-10-31 02:37:27.562594,3771,3524,54 days 18:00:00.006003,1314.0000016674999,6,31
V0764,2023-09-30 02:37:27.556591,2023-10-06 18:37:27.562594,3657,94,6 days 16:00:00.006003,160.0000016675,30,6
V0765,2023-09-23 23:37:27.556591,2023-10-13 01:37:27.562594,946,2755,19 days 02:00:00.006003,458.00000166750004,23,13
V0766,2023-09-05 14:37:27.556591,2023-10-10 17:37:27.562594,4033,1153,35 days 03:00:00.006003,843.0000016675,5,10
V0767,2023-09-08 00:37:27.556591,2023-10-07 02:37:27.562594,4532,1610,29 days 02:00:00.006003,698.0000016675,8,7
V0768,2023-09-06 10:37:27.556591,2023-10-03 08:37:27.562594,1821,678,26 days 22:00:00.006003,646.0000016675,6,3
V0769,2023-09-04 02:37:27.556591,2023-10-17 17:37:27.562594,2159,2436,43 days 15:00:00.006003,1047.0000016674999,4,17
V0770,2023-08-31 05:37:27.556591,2023-10-07 22:37:27.562594,505,3202,37 days 17:00:00.006003,905.0000016675,31,7
V0771,2023-09-24 21:37:27.557593,2023-10-19 01:37:27.562594,37,3723,24 days 04:00:00.005001,580.0000013891666,24,19
V0772,2023-09-21 06:37:27.557593,2023-10-24 19:37:27.562594,3298,3485,33 days 13:00:00.005001,805.0000013891668,21,24
V0773,2023-09-26 02:37:27.557593,2023-10-02 09:37:27.562594,489,2681,6 days 07:00:00.005001,151.00000138916667,26,2
V0774,2023-09-24 15:37:27.557593,2023-10-04 06:37:27.562594,4215,1935,9 days 15:00:00.005001,231.00000138916667,24,4
V0775,2023-09-18 23:37:27.557593,2023-10-11 13:37:27.562594,253,4066,22 days 14:00:00.005001,542.0000013891666,18,11
V0776,2023-09-04 19:37:27.557593,2023-10-30 00:37:27.562594,4132,2450,55 days 05:00:00.005001,1325.0000013891668,4,30
V0777,2023-09-10 11:37:27.557593,2023-10-30 20:37:27.562594,809,1937,50 days 09:00:00.005001,1209.0000013891668,10,30
V0778,2023-09-03 08:37:27.557593,2023-10-22 15:37:27.562594,1144,652,49 days 07:00:00.005001,1183.0000013891668,3,22
V0779,2023-09-10 05:37:27.557593,2023-10-19 08:37:27.562594,317,2855,39 days 03:00:00.005001,939.0000013891668,10,19
V0780,2023-09-11 11:37:27.557593,2023-10-22 20:37:27.562594,3820,2291,41 days 09:00:00.005001,993.0000013891668,11,22
V0781,2023-09-05 07:37:27.557593,2023-10-27 22:37:27.562594,2035,138,52 days 15:00:00.005001,1263.0000013891668,5,27
V0782,2023-09-17 22:37:27.557593,2023-10-26 17:37:27.562594,2635,4293,38 days 19:00:00.005001,931.0000013891668,17,26
V0783,2023-09-13 15:37:27.557593,2023-10-03 20:37:27.562594,3844,2570,20 days 05:00:00.005001,485.00000138916664,13,3
V0784,2023-08-29 23:37:27.557593,2023-11-03 08:37:27.562594,3009,3121,65 days 09:00:00.005001,1569.0000013891668,29,3
V0785,2023-09-11 22:37:27.557593,2023-10-16 06:37:27.562594,3687,4176,34 days 08:00:00.005001,824.0000013891668,11,16
V0786,2023-09-05 06:37:27.557593,2023-10-11 12:37:27.562594,3069,2980,36 days 06:00:00.005001,870.0000013891668,5,11
V0787,2023-09-23 07:37:27.557593,2023-10-16 09:37:27.562594,582,1397,23 days 02:00:00.005001,554.0000013891666,23,16
V0788,2023-09-30 13:37:27.557593,2023-10-12 12:37:27.562594,3426,1036,11 days 23:00:00.005001,287.0000013891667,30,12
V0789,2023-09-12 20:37:27.557593,2023-10-09 04:37:27.562594,3657,3832,26 days 08:00:00.005001,632.0000013891668,12,9
V0790,2023-09-10 07:37:27.557593,2023-10-03 01:37:27.562594,4455,4208,22 days 18:00:00.005001,546.0000013891666,10,3
V0791,2023-09-10 05:37:27.557593,2023-10-14 04:37:27.562594,2228,3781,33 days 23:00:00.005001,815.0000013891668,10,14
V0792,2023-08-30 21:37:27.557593,2023-10-03 01:37:27.562594,1030,2160,33 days 04:00:00.005001,796.0000013891668,30,3
V0793,2023-09-13 17:37:27.557593,2023-10-08 17:37:27.562594,2703,2966,25 days 00:00:00.005001,600.0000013891668,13,8
V0794,2023-09-16 11:37:27.557593,2023-10-03 16:37:27.562594,113,2424,17 days 05:00:00.005001,413.00000138916664,16,3
V0795,2023-09-15 03:37:27.557593,2023-10-23 12:37:27.562594,4044,2066,38 days 09:00:00.005001,921.0000013891668,15,23
V0796,2023-09-07 09:37:27.557593,2023-10-14 10:37:27.562594,4273,4333,37 days 01:00:00.005001,889.0000013891668,7,14
V0797,2023-09-18 05:37:27.557593,2023-10-14 07:37:27.562594,4371,2573,26 days 02:00:00.005001,626.0000013891668,18,14
V0798,2023-09-18 00:37:27.557593,2023-10-19 19:37:27.562594,2610,1958,31 days 19:00:00.005001,763.0000013891668,18,19
V0799,2023-09-14 07:37:27.557593,2023-10-31 18:37:27.562594,4516,3256,47 days 11:00:00.005001,1139.0000013891668,14,31
V0800,2023-09-15 01:37:27.557593,2023-10-15 16:37:27.562594,3853,2622,30 days 15:00:00.005001,735.0000013891668,15,15
V0801,2023-09-29 14:37:27.557593,2023-10-03 04:37:27.562594,930,3354,3 days 14:00:00.005001,86.00000138916667,29,3
V0802,2023-09-04 12:37:27.557593,2023-10-16 20:37:27.562594,1558,3265,42 days 08:00:00.005001,1016.0000013891668,4,16
V0803,2023-08-29 13:37:27.557593,2023-11-01 21:37:27.562594,3636,2023,64 days 08:00:00.005001,1544.0000013891668,29,1
V0804,2023-09-08 16:37:27.557593,2023-10-28 20:37:27.562594,583,1806,50 days 04:00:00.005001,1204.0000013891668,8,28
V0805,2023-09-19 15:37:27.557593,2023-10-26 19:37:27.562594,2046,477,37 days 04:00:00.005001,892.0000013891668,19,26
V0806,2023-09-25 01:37:27.557593,2023-10-11 21:37:27.562594,1658,1701,16 days 20:00:00.005001,404.00000138916664,25,11
V0807,2023-09-11 04:37:27.557593,2023-10-28 08:37:27.562594,2322,2073,47 days 04:00:00.005001,1132.0000013891668,11,28
V0808,2023-09-14 09:37:27.557593,2023-10-08 23:37:27.562594,1464,2482,24 days 14:00:00.005001,590.0000013891668,14,8
V0809,2023-09-26 19:37:27.557593,2023-10-23 08:37:27.562594,4081,1958,26 days 13:00:00.005001,637.0000013891668,26,23
V0810,2023-08-29 05:37:27.557593,2023-10-27 22:37:27.562594,3646,1131,59 days 17:00:00.005001,1433.0000013891668,29,27
V0811,2023-09-02 23:37:27.557593,2023-10-08 03:37:27.562594,1787,3088,35 days 04:00:00.005001,844.0000013891668,2,8
V0812,2023-09-26 12:37:27.557593,2023-10-09 07:37:27.562594,3745,2375,12 days 19:00:00.005001,307.00000138916664,26,9
V0813,2023-09-05 19:37:27.557593,2023-10-27 14:37:27.562594,2594,4532,51 days 19:00:00.005001,1243.0000013891668,5,27
V0814,2023-09-29 16:37:27.557593,2023-10-02 04:37:27.562594,2252,3003,2 days 12:00:00.005001,60.00000138916667,29,2
V0815,2023-09-15 10:37:27.557593,2023-10-23 21:37:27.562594,4240,3890,38 days 11:00:00.005001,923.0000013891668,15,23
V0816,2023-09-03 21:37:27.557593,2023-11-02 05:37:27.562594,1467,1538,59 days 08:00:00.005001,1424.0000013891668,3,2
V0817,2023-09-16 14:37:27.557593,2023-10-21 00:37:27.562594,3692,621,34 days 10:00:00.005001,826.0000013891668,16,21
V0818,2023-09-02 19:37:27.557593,2023-10-10 23:37:27.562594,3037,333,38 days 04:00:00.005001,916.0000013891668,2,10
V0819,2023-09-02 05:37:27.557593,2023-10-12 05:37:27.562594,1887,2483,40 days 00:00:00.005001,960.0000013891668,2,12
V0820,2023-09-06 17:37:27.557593,2023-10-18 23:37:27.562594,472,4217,42 days 06:00:00.005001,1014.0000013891668,6,18
V0821,2023-08-30 01:37:27.557593,2023-10-21 15:37:27.562594,4245,2416,52 days 14:00:00.005001,1262.0000013891668,30,21
V0822,2023-09-24 19:37:27.557593,2023-10-01 09:37:27.562594,92,991,6 days 14:00:00.005001,158.00000138916667,24,1
V0823,2023-10-01 01:37:27.557593,2023-11-02 08:37:27.562594,2437,4185,32 days 07:00:00.005001,775.0000013891668,1,2
V0824,2023-09-20 00:37:27.557593,2023-10-29 03:37:27.562594,1522,2003,39 days 03:00:00.005001,939.0000013891668,20,29
V0825,2023-09-16 03:37:27.557593,2023-10-03 09:37:27.562594,3971,2088,17 days 06:00:00.005001,414.00000138916664,16,3
V0826,2023-09-24 07:37:27.557593,2023-10-15 17:37:27.562594,1538,901,21 days 10:00:00.005001,514.0000013891666,24,15
V0827,2023-09-04 15:37:27.557593,2023-10-27 12:37:27.562594,4027,633,52 days 21:00:00.005001,1269.0000013891668,4,27
V0828,2023-09-29 10:37:27.557593,2023-10-18 12:37:27.562594,2401,2383,19 days 02:00:00.005001,458.00000138916664,29,18
V0829,2023-09-13 12:37:27.557593,2023-10-05 03:37:27.562594,4202,4112,21 days 15:00:00.005001,519.0000013891666,13,5
V0830,2023-09-10 14:37:27.557593,2023-10-04 09:37:27.562594,1281,3141,23 days 19:00:00.005001,571.0000013891666,10,4
V0831,2023-08-31 12:37:27.557593,2023-10-27 16:37:27.562594,4478,1690,57 days 04:00:00.005001,1372.0000013891668,31,27
